index,about_name,about_readlink,image_url,image_width,image_height,provider_type,provider_name,category,name,date_published,description,url
98,World,https://api.cognitive.microsoft.com/api/v5/entities/ddb7c000-f710-87a0-dfc6-763c39ac30ee,https://www.bing.com/th?id=ON.27F1AE145411A94681651FAE07DDC9F4&pid=News,273,273,Organization,The Huffington Post,ScienceAndTechnology,Use These 12 Tools to Manage Your Business from Any Corner of the World (Infographic),2016-12-12T02:04:00,The internet has completely changed how businesses operate. Many companies are able to eliminate the traditional office setting and build an organization consisting of remote employees working from all areas of the world when leveraging the power the right ...,http://www.huffingtonpost.com/jonathan-long/use-these-12-tools-to-man_1_b_13513774.html
99,Aaron Rodgers,https://api.cognitive.microsoft.com/api/v5/entities/b59d847c-ce03-05d7-6242-517f19549b8c,https://www.bing.com/th?id=ON.3482BE084CBFECB24587AFE30BA4796A&pid=News,700,602,Organization,Chron,ScienceAndTechnology,Rodgers y Packers aplastan a Seattle,2016-12-12T02:25:00,"GREEN BAY, Wisconsin, EE.UU. (AP) \u2014 Aaron Rodgers acumuló 246 yardas en pases y tres touchdowns y los Packers de Green Bay vapulearon el domingo 38-10 a los Seahawks de Seattle. Russell Wilson, en cambio, tuvo un partido de pesadilla con un récord ...",http://www.chron.com/espanol/news/article/Rodgers-y-Packers-aplastan-a-Seattle-10789810.php
100,Matt Ryan,https://api.cognitive.microsoft.com/api/v5/entities/a89eb9d0-565a-46b3-b45c-eaf2a78c57be,https://www.bing.com/th?id=ON.9291D4636BC2BECAB1E57A580D4220E8&pid=News,700,467,Organization,Chron,ScienceAndTechnology,Ryan lanza para 3 touchdowns y Falcons apabullan a Rams,2016-12-12T02:25:00,LOS ÁNGELES (AP) \u2014 Matt Ryan lanzó para 237 yardas y tres anotaciones en un duelo en que los Falcons de Atlanta obligaron a cinco pérdidas de balón para apabullar el domingo 42-14 a los inoperantes Rams de Los Ángeles. Deion Jones interceptó un ...,http://www.chron.com/espanol/news/article/Ryan-lanza-para-3-touchdowns-y-Falcons-apabullan-10789800.php
101,Twitch,https://api.cognitive.microsoft.com/api/v5/entities/0fa93ee8-fc57-5f05-93f7-2bd403c9d343,https://www.bing.com/th?id=ON.76B49A354ABDD2453DA64DF9716C24B8&pid=News,700,466,Organization,The Verge,ScienceAndTechnology,Twitch introduces a new automated moderation tool to make chat friendlier,2016-12-12T18:59:00,"Twitch chat could soon be a lot friendlier: today the streaming service is introducing a new automated tool that\u2019s designed to create a \u201cpositive and inclusive chat experience.\u201d The moderation tool is called AutoMod, and according to Twitch it uses a ...",http://www.theverge.com/2016/12/12/13918712/twitch-automod-machine-learning-moderation-tool
102,Journal,https://api.cognitive.microsoft.com/api/v5/entities/da76d1db-136c-d9d4-f3c6-31e798f8945a,https://www.bing.com/th?id=ON.4B3772B6316D905AD428B3543D494F99&pid=News,700,466,Organization,The Wall Street Journal Blogs,ScienceAndTechnology,VMware Bets On Hyper-Converged Data Centers For Future Growth,2016-12-12T23:46:00,"VMware Inc., whose server virtualization technology helped spark the cloud computing phenomenon, is now looking to so-called hyperconvergence for future growth, and to its new relationship with Dell Technologies, for help. VMware has nearly doubled ...",http://blogs.wsj.com/cio/2016/12/12/vmware-bets-on-hyper-converged-data-centers-for-future-growth/
103,Donald Trump,https://api.cognitive.microsoft.com/api/v5/entities/1a466af2-ed23-25bd-794d-1ca925e4681b,https://www.bing.com/th?id=ON.A3BA4AF6FA08E2DFCF9EF6DDAF2B3C27&pid=News,700,393,Organization,ABC News,ScienceAndTechnology,Trump's Criticism of Russia Hacking Claim Could Haunt Him,2016-12-12T19:43:00,"Donald Trump is underscoring his doubts about the conclusion by U.S. intelligence that Russia sought through hacking to disrupt this year's election, renewing his skepticism Monday as he pits his judgment against the $52.7 billion espionage and analytical ...",http://abcnews.go.com/Politics/wireStory/trumps-criticism-russia-hacking-claim-haunt-44149178
104,Appalachian State University,https://api.cognitive.microsoft.com/api/v5/entities/bc3b4c60-3b86-8acb-c34b-ead984dfc37a,https://www.bing.com/th?id=ON.A5C26A8D078737EA2C83E04EB1FD6A22&pid=News,700,394,Organization,PC Magazine,Technology,Google-Funded App Aims to Helps Flint Residents Manage Water Crisis,2016-12-12T18:35:00,"The Mywater-Flint app shows where lead has been found in the drinking water, and where people can get clean H20. A new, Google-funded app aims to help residents and government agencies in Flint, Michigan, manage the ongoing water crisis there. Developed by ...",http://www.pcmag.com/news/350256/google-funded-app-aims-to-helps-flint-residents-manage-water
105,Role,https://api.cognitive.microsoft.com/api/v5/entities/675fdcb5-0077-b818-0d2a-4509a71669bf,https://www.bing.com/th?id=ON.9C5BD242C4AE99DF7971DFCF448B6A18&pid=News,700,467,Organization,CIO,Technology,Career Roadmap: Systems admin role isn\u2019t dead,2016-12-12T23:41:00,"With the ubiquity of cloud technology and the availability of modern systems administration tools that allow anyone from developers to administrative assistants to procure and provision servers and services, it's tempting to think that the role of the ...",http://www.cio.com/article/3149119/hiring/career-roadmap-systems-admin-role-isn-t-dead.html
106,NULL,NULL,https://www.bing.com/th?id=ON.6960BFEB47D7D39E5B305B5406C5BC89&pid=News,700,366,Organization,MSN,Technology,Major lab testing company hacked; 34K peoples' info obtained,2016-12-12T23:40:00,"Quest Diagnostics (DGX) announced late Monday that it is investigating an unauthorized intrusion into its network that exposed data from about 34,000 individuals. The hack took place on November 26 through the MyQuest by Care internet application, the ...",http://www.msn.com/en-us/money/companies/major-lab-testing-company-hacked-34k-peoples-info-obtained/ar-AAltT7e
107,Microsoft,https://api.cognitive.microsoft.com/api/v5/entities/a093e9b9-90f5-a3d5-c4b8-5855e1b01f85,https://www.bing.com/th?id=ON.3592B7426CEA99D62FEB576A00DBF3DC&pid=News,459,284,Organization,Ars Technica,ScienceAndTechnology,Microsoft\u2019s surprise hardware hit: The Surface Hub,2016-12-12T23:19:00,"Microsoft has hit a hardware home run that surprised even the people in Redmond. The Surface Hub conference room PC turns out to be selling like hotcakes, surpassing everyone's expectations. When Microsoft launched its Surface Hub conference room computers ...",http://arstechnica.com/information-technology/2016/12/microsofts-surface-hub-sales-surprisingly-strong-its-a-huge-hardware-hit/
108,NULL,NULL,https://www.bing.com/th?id=ON.40E15B7A11C242F2DD33B51F70792ACA&pid=News,200,100,Organization,EurekAlert!,ScienceAndTechnology,Leading survey platform launches first in-browser visualization tool for encrypted data,2016-12-12T19:19:00,"CAMBRIDGE, MA - December 12, 2016 - Dobility today announced the launch of the SurveyCTO ""Data Explorer,"" a first-of-its-kind tool for visualizing encrypted data from the convenience of a web browser. Available exclusively to SurveyCTO users, the Data ...",https://www.eurekalert.org/pub_releases/2016-12/d-lsp121216.php
109,Google,https://api.cognitive.microsoft.com/api/v5/entities/f39b29ec-05ee-d6cb-3070-ddaa0fb00ee0,https://www.bing.com/th?id=ON.9410F1C968B8C8514CF7BFD31ED1BF20&pid=News,700,393,Organization,Search Engine Land,Technology,Google launches Gboard keyboard features on Android devices,2016-12-12T23:37:00,"According to multiple reports, Gboard \u2014 Google\u2019s keyboard designed specifically for iOS devices \u2014 is now available on Android devices. A report from The Verge says that a Google Keyboard update is bringing Gboard features to Android, including the ...",http://searchengineland.com/google-launches-gboard-keyboard-features-android-devices-265318
110,Partnership,https://api.cognitive.microsoft.com/api/v5/entities/101b8a66-cc91-2151-68cd-20380d11bfa2,https://www.bing.com/th?id=ON.637F9EAA37EFE66C862FAADCAB3F1BA1&pid=News,700,505,Organization,CIO,Technology,2016 CEO Outlook: Engage in External Partnerships,2016-12-12T22:04:00,"In today\u2019s aggressively competitive business environment, fostering innovation is a top strategic priority for CEOs, who know they can\u2019t go it alone as disruptive technologies \u2014 from automation and data analytics to robotics \u2014 evolve at warp speed.",http://www.cio.com/article/3149534/cio-perspectives/2016-ceo-outlook-engage-in-external-partnerships.html
111,IEEE Spectrum,https://api.cognitive.microsoft.com/api/v5/entities/981fefc4-e1b9-eaf1-48cb-b10f46652e19,https://www.bing.com/th?id=ON.325FCB018BB2DE1DB0968D936B79EBF8&pid=News,300,225,Organization,IEEE Spectrum,Technology,"Wanted: In-flight Drone Charging, Itty-Bitty Spy Cams, and More",2016-12-12T20:42:00,"Every year, the U.S. Combating Terrorism Technical Support Office puts out a \u201cBroad Agency Announcement\u201d that describes technologies that it wishes it could purchase, but which don't yet exist. It's a sort of to-do list for technologists and engineers ...",http://spectrum.ieee.org/tech-talk/aerospace/military/wanted-wearable-chemical-sensors-wireless-recharging-stations-for-drones-and-ittybitty-spy-cams
112,Russia,https://api.cognitive.microsoft.com/api/v5/entities/ed4fce79-8ad4-352b-205b-e4db36c49bbe,https://www.bing.com/th?id=ON.2122273EB764792A13338B5619BEF3C9&pid=News,380,253,Organization,MLive,ScienceAndTechnology,"For unlikely tech hub in Russia, recession is a godsend",2016-12-12T23:33:00,"VORONEZH, Russia (AP) -- Russia's economy is in a quagmire thanks to sanctions and low oil prices, but it's a boom time for Mikhail Khorpyakov. The 32-year-old, who develops software for Russian and foreign clients, has seen his earnings rise over the last ...",http://www.mlive.com/news/us-world/index.ssf/2016/12/for_unlikely_tech_hub_in_russi.html
113,Ransomware,https://api.cognitive.microsoft.com/api/v5/entities/50b344db-4d21-b4bf-f3e0-335c1a6fce11,https://www.bing.com/th?id=ON.C67DC668A7D4AE02BEFED587FA3DEE96&pid=News,640,470,Organization,Beta News,ScienceAndTechnology,Fighting ransomware in the cloud,2016-12-12T17:27:00,"A recent survey of 500 businesses revealed that nearly half were brought to a standstill by a ransomware attack within the last 12 months. Ransomware is malware that installs covertly on a victim's computer, executes a crypto-virology attack that adversely ...",http://betanews.com/2016/12/12/cloud-ransomware/
114,Geography of Texas,https://api.cognitive.microsoft.com/api/v5/entities/9eb3bfc7-6732-f8f6-4510-22ebd367a294,https://www.bing.com/th?id=ON.BB45B88FB55EC6B813213C61FFD64B0C&pid=News,700,367,Organization,Dallas News,ScienceAndTechnology,9 gifts for every Texan on your list,2016-12-12T23:35:00,Don't miss a story. Like us on Facebook. Like Dallas News' Facebook Page Get Unlimited Digital Access Your first month is less than a dollar. $0.99 for first 4 weeks Subscribe Now It's difficult shopping for a true Texan. You have to casually check their ...,http://www.dallasnews.com/life/texana/2016/12/12/9-gifts-every-texan-list
115,Hawaii,https://api.cognitive.microsoft.com/api/v5/entities/b6f01eaf-aecf-44f6-b64d-1f6e982365c3,https://www.bing.com/th?id=ON.3E1CA6F1CE9DEBCA1F1546D6537C76BF&pid=News,700,393,Organization,The Business Journal,Technology,Billabong sees Hawaii as a 'bullseye' for surf apparel brand's growth,2016-12-12T23:58:00,"While the waves made a late appearance at this year\u2019s Pipe Masters, sponsor Billabong has shown up from Day One \u2014 the Australian apparel brand holds the naming rights to the decades-old surfing event on Hawaii\u2019s North Shore. Scott Hargreaves, global ...",http://www.bizjournals.com/pacific/news/2016/12/12/billabong-sees-hawaii-as-a-bullseye-for-surf.html
116,Macworld,https://api.cognitive.microsoft.com/api/v5/entities/709da5d5-eeca-ebaa-e156-31db19d05fee,https://www.bing.com/th?id=ON.1CEE2887EA8471A7224DE2547933E665&pid=News,116,116,Organization,Macworld Mac Central,Technology,Instagram rolls out its Live video feature in the U.S.,2016-12-12T23:34:00,"Instagram\u2019s latest features focus more on live streaming and less on photo sharing. On Monday, Instagram started rolling out its \u201cLive\u201d video-streaming feature to iOS and Android users in the U.S. The company first unveiled this feature in November ...",http://www.macworld.com/article/3149537/iphone-ipad/instagram-rolls-out-its-live-video-feature-in-the-u-s.html
117,Infection,https://api.cognitive.microsoft.com/api/v5/entities/3df8cee4-bb4e-28f7-bb8a-63e44618f46b,https://www.bing.com/th?id=ON.C90361881CE1914AAD2EEAEDC7BD985D&pid=News,700,350,Organization,Popular Mechanics,ScienceAndTechnology,New Malware Lets You Infect Others to Save Yourself,2016-12-12T19:58:00,"There's a new computer virus out there, and it comes with a Black Mirror-style twist: it makes the victims start infecting their friends. The new malware was discovered by security researchers MalwareHunterTeam and is called Popcorn Time, named after, but ...",http://www.popularmechanics.com/technology/security/a24260/popcorn-time-malware/
118,NBC News,https://api.cognitive.microsoft.com/api/v5/entities/90fd2ef2-8123-de59-2b1f-ccd033454a4a,https://www.bing.com/th?id=ON.DAF5F41CA67140DE7252AAFD7AFE786A&pid=News,600,652,Organization,NBC News,ScienceAndTechnology,Product Recall: Your Yankee Candle Jar Could Crack,2016-12-12T23:07:00,"Yankee Candle is recalling around 31,000 of its ""Luminous Collection"" candles, saying a square glass jar containing the fragrant wax is a laceration hazard. The company has received 16 reports of the glass cracking once the candle is lit. Customers who ...",http://www.nbcnews.com/business/consumer/product-recall-your-yankee-candle-jar-could-crack-n694946
119,NULL,NULL,https://www.bing.com/th?id=ON.A1DE3B8E06A1682710A704F361DEB8B9&pid=News,700,466,Organization,TechRepublic,ScienceAndTechnology,Top 10 developments of 2016 in autonomous vehicles,2016-12-12T17:37:00,"With major driverless vehicle announcements from automakers like Ford and Tesla, US government guidelines on autonomous vehicle development, and companies like Uber introducing self-driving fleets to the public, 2016 has been a huge year in the driverless ...",http://www.techrepublic.com/article/top-10-developments-of-2016-in-autonomous-vehicles/
120,NBC News,https://api.cognitive.microsoft.com/api/v5/entities/90fd2ef2-8123-de59-2b1f-ccd033454a4a,https://www.bing.com/th?id=ON.C43DD643A05B5273B54FD6D392E5308A&pid=News,600,400,Organization,NBC News,ScienceAndTechnology,Red Means Stop! Banking App Helps Customers Rein in Spending,2016-12-12T22:20:00,"A new banking app that uses red, yellow and green messages to warn account holders when they are paying out more or less than usual has helped users rein in their spending by as much as 8 percent. Toronto-Dominion Bank did not set out to change consumer ...",http://www.nbcnews.com/tech/tech-news/red-means-stop-banking-app-helps-customers-rein-spending-n694791
121,NULL,NULL,https://www.bing.com/th?id=ON.1A6E00C2784932885BA17506EA475A4A&pid=News,700,367,Organization,Engadget,ScienceAndTechnology,NVIDIA is testing its driverless car tech in California,2016-12-12T17:06:00,"You might see a car with a familiar logo driving around if you're in California. The state's DMV has added NVIDIA to the list of companies that can test their self-driving technologies on its roads, and according to The Verge, it wasted no time to get the ...",https://www.engadget.com/2016/12/10/nvidia-driverless-car-california/
122,Area 51,https://api.cognitive.microsoft.com/api/v5/entities/e0030f99-e31c-d303-be6e-717ff49a37c3,https://www.bing.com/th?id=ON.4BD95D941F75CAEA9A3EADECD58216F1&pid=News,700,393,Organization,FOX News,ScienceAndTechnology,Family fights government in land dispute near Area 51,2016-12-12T23:03:00,"Joe Sheahan is in the fight of his life to save his family\u2019s Nevada mine from being swallowed up by the federal government's mysterious Area 51. Technically, Sheahan\u2019s family no longer even holds title to Groom Mine, which it owned for 130 years.",http://www.foxnews.com/science/2016/12/12/family-fights-government-in-land-dispute-near-area-51.html
123,Pokémon,https://api.cognitive.microsoft.com/api/v5/entities/d2595ede-f137-4eff-ae55-828caf2b16c6,https://www.bing.com/th?id=ON.03CF85D00F68AEE1CD0410DB1CA9EF62&pid=News,700,534,Organization,International Business Times,Technology,'Pokémon Go' Update Adds Limited Edition Pikachu Wearing A Santa Hat,2016-12-12T21:15:00,"Niantic , the creator of the popular smartphone game, Pokémon GO, confirmed earlier this month that new Pokémon characters will be unveiled Monday. The special edition brings Togepi, Pichu and select Pokémon from Pokémon Gold/Silver, according to ...",http://www.ibtimes.com/pokemon-go-update-adds-limited-edition-pikachu-wearing-santa-hat-2459083
124,NULL,NULL,https://www.bing.com/th?id=ON.69080C7F87D15A7F945BCCBFB6BC8187&pid=News,700,466,Organization,TechRepublic,Technology,Cartoon Network: Fostering the next generation of creators and coders,2016-12-12T16:12:00,Cartoon Network President Christina Miller joins girls from Black Girls Code for a Made with Code event sponsored by Cartoon Network and Google. The Powerpuff Girls and We Bare Bears are about far more than just entertainment. The popular animated programs ...,http://www.techrepublic.com/article/cartoon-network-fostering-the-next-generation-of-creators-and-coders/
125,Macworld,https://api.cognitive.microsoft.com/api/v5/entities/709da5d5-eeca-ebaa-e156-31db19d05fee,https://www.bing.com/th?id=ON.084AE929BFE057B69D349F966777839C&pid=News,580,388,Organization,Macworld Mac Central,Technology,The Week in iPhone and iPad Cases: LuMee's Duo selfie case is now available for the iPhone 7,2016-12-12T18:17:00,"This week\u2019s roundup of new iPhone and iPad cases brings us iPhone 7 models of two of our favorite cases\u2014LuMee\u2019s fabulous Duo case for photography, and Mophie\u2019s slim Juice Pack Air battery case. Plus, a nice assortment of other cases for your iPhone ...",http://www.macworld.com/article/3148653/phone-accessories/the-week-in-iphone-and-ipad-cases-lumees-duo-selfie-case-is-now-available-for-the-iphone-7.html
126,Google,https://api.cognitive.microsoft.com/api/v5/entities/f39b29ec-05ee-d6cb-3070-ddaa0fb00ee0,https://www.bing.com/th?id=ON.01EEFF547CD8CAFE6B37185929BEEF77&pid=News,700,393,Organization,Search Engine Land,ScienceAndTechnology,Google Search Console expands reports for property sets,2016-12-12T14:05:00,Google announced that the Google Search Console now has more reporting options for your property sets. Property sets is Google\u2019s way of allowing you to combine different profiles in Google Search Console into one report. When it first launched several ...,http://searchengineland.com/google-search-console-expands-reports-property-sets-265279
127,Christmas,https://api.cognitive.microsoft.com/api/v5/entities/a8f670e6-8bdb-6010-20e2-c2fff9a3affa,https://www.bing.com/th?id=ON.B9BD2ED363780FFAC64D681D43A8D065&pid=News,640,334,Organization,Naked Security,ScienceAndTechnology,Give the gift of a social engineering demo this Christmas,2016-12-12T12:35:00,"Wondering what gifts to give your coworkers this Christmas? Here\u2019s an idea: scare the bejesus out of them! With any luck, your bosses will be grateful* if you launch a social engineering attack on them, or on employees in the call center, or on anybody ...",https://nakedsecurity.sophos.com/2016/12/12/give-the-gift-of-a-social-engineering-demo-this-christmas/
128,SoftBank,https://api.cognitive.microsoft.com/api/v5/entities/8aa6536c-951d-723c-be58-0f6e85e227e3,https://www.bing.com/th?id=ON.0DC225846CF7F38127A3A19CD7B59D33&pid=News,700,393,Organization,Market Watch,ScienceAndTechnology,Apple said to be interested in Softbank\u2019s $100 billion tech fund,2016-12-12T22:54:00,"Apple Inc. has held talks about investing in a $100 billion fund being raised by Japanese internet and telecommunications giant SoftBank Group Corp., a move that would put Silicon Valley cash \u2014 and cachet \u2014 into what would be the world\u2019s largest ...",http://www.marketwatch.com/story/apple-said-to-be-interested-in-softbanks-100-billion-tech-fund-2016-12-12
129,Guru,https://api.cognitive.microsoft.com/api/v5/entities/6be5e6c8-b0d8-3a72-a5da-e6cbb689e7f9,https://www.bing.com/th?id=ON.71E42A17A601A77A89A6A11621ABDF49&pid=News,700,393,Organization,San Francisco Gate,Technology,This Lifestyle Guru Explains Why It's Important to Put Yourself First,2016-12-12T22:24:00,"In this video, Entrepreneur Network partner Bryan Elliott meets with entrepreneur, best-selling author and wife of Dr. Phil, Robin McGraw, to discuss making the most out of life. McGraw explains how important it is to utilize the skills that you have, to ...",http://www.sfgate.com/news/article/This-Lifestyle-Guru-Explains-Why-It-s-Important-10791552.php
130,NULL,NULL,https://www.bing.com/th?id=ON.E1F74BA7165DB8C6B2B97EDF726142F0&pid=News,380,240,Organization,CBS News,Technology,"Uber's new tracking policy: An Improvement or just ""invasive?""",2016-12-12T16:20:00,An Uber driver needs your location in order to pick you up. But the latest change in Uber\u2019s policy asks to track riders for five minutes after they\u2019ve already been dropped off. That has some people questioning that these apps that have the ability to ...,http://www.cbsnews.com/news/uber-location-track-riders-five-minutes-after-ride-privacy-concerns/
131,NULL,NULL,https://www.bing.com/th?id=ON.6BBAD989BB09AED26D05DD1C3F67982E&pid=News,700,366,Organization,Naked Security,ScienceAndTechnology,DDoS tool encourages users to compete against each other for points,2016-12-12T17:59:00,"A Turkish crime group has set up a league that awards points to other groups willing to use its tool to carry out DDoS attacks on websites it doesn\u2019t like. Superficially, it\u2019s an innovative idea the company that discovered it, Forcepoint (formerly ...",https://nakedsecurity.sophos.com/2016/12/12/ddos-tool-encourages-users-to-compete-against-each-other-for-points/
132,Hello Kitty,https://api.cognitive.microsoft.com/api/v5/entities/4f825d68-36f3-1bc6-1ade-4dd8cb7b638a,https://www.bing.com/th?id=ON.AD189193E1A0D643666D66037B0EE0B0&pid=News,700,350,Organization,Popular Mechanics,ScienceAndTechnology,What Hackers Want With Hello Kitty Accounts,2016-12-12T15:45:00,"Major hacks that target credit card numbers, passwords, or other personal info of adults are so commonplace now that people know the routine. Change your password. Get a new credit card. But when hackers go after the accounts of kids, it gives one pause.",http://www.popularmechanics.com/technology/security/a24256/what-hackers-want-with-hello-kitty-accounts/
133,Donald Trump,https://api.cognitive.microsoft.com/api/v5/entities/1a466af2-ed23-25bd-794d-1ca925e4681b,https://www.bing.com/th?id=ON.42D18AB762970A447BFCCC616DB9FE5E&pid=News,700,393,Organization,CNN Money,Technology,Will Twitter be at Trump's tech summit?,2016-12-12T22:03:00,"Donald Trump is expected to meet with many of the biggest names in tech this week, including top execs from Amazon (AMZN, Tech30), Facebook (FB, Tech30), Google (GOOGL, Tech30) and Apple (AAPL, Tech30). But notably absent from the list is the service Trump ...",http://money.cnn.com/2016/12/12/technology/trump-twitter-meeting/index.html
134,Silicon Valley,https://api.cognitive.microsoft.com/api/v5/entities/a71a2b45-2e78-de38-9fde-548c008c91b0,https://www.bing.com/th?id=ON.9260B223D10E8C3B560E0F59F888A06E&pid=News,700,393,Organization,The Business Journal,ScienceAndTechnology,Google\u2019s self-driving car project prepares to separate from X,2016-12-12T22:45:00,"Google\u2019s autonomous vehicle project is hiring key executives as it prepares to separate from X, Alphabet\u2019s moonshot lab. The Mountain View-based company recently hired Kevin Vosen as the self-driving car project\u2019s chief legal officer, according to ...",http://www.bizjournals.com/sanjose/news/2016/12/12/google-s-self-driving-car-project-prepares-to.html
135,Google,https://api.cognitive.microsoft.com/api/v5/entities/f39b29ec-05ee-d6cb-3070-ddaa0fb00ee0,https://www.bing.com/th?id=ON.97B9F7D996E47511EBA08F13039C91FD&pid=News,700,466,Organization,New York Times,Technology,Daily Report: Google\u2019s Largess Reaches Into the Heartland Unevenly,2016-12-12T18:43:00,"Last month\u2019s presidential election exposed the gulf between the technology industry and much of the rest of the country. It put the spotlight on how Silicon Valley tech companies have lived in a bubble in recent years, with job and wealth creation from ...",http://www.nytimes.com/2016/12/12/technology/daily-report-googles-largess-reaches-into-the-heartland-unevenly.html
136,Wine,https://api.cognitive.microsoft.com/api/v5/entities/af7bb0c1-d4a6-fc14-50ef-1e99f6b1c36f,https://www.bing.com/th?id=ON.5F7C54A3A545705D2DF440E09FB4D88C&pid=News,550,404,Organization,Time,Technology,This Woman Who Got Her Fridge to Dispense Wine Is Dominating Life,2016-12-12T23:28:00,"Today, we hail a modern hero of a woman, whose ingenuity and resourcefulness should be canonized among us mortals. Clare, a woman from Manchester, England, has basically figured the secret of what the youths call \u201cadulting\u201d with one brilliant life hack ...",http://time.com/4598385/wine-water-dispenser/
137,Google,https://api.cognitive.microsoft.com/api/v5/entities/f39b29ec-05ee-d6cb-3070-ddaa0fb00ee0,https://www.bing.com/th?id=ON.B65A222D404776130B6D3495D0720A5E&pid=News,700,393,Organization,Market Watch,Technology,Google signs deal to improve internet service in Cuba,2016-12-12T21:49:00,"Alphabet Inc.\u2019s Google completed a deal with Cuba to place computer servers on the island to speed Google services there, a pact that officials hurried to complete before President Barack Obama leaves office next month. Alphabet GOOG, +0.00% GOOGL, -0.19 ...",http://www.marketwatch.com/story/google-signs-deal-to-improve-internet-service-in-cuba-2016-12-12
138,Xbox One,https://api.cognitive.microsoft.com/api/v5/entities/446bb4df-4999-4243-84c0-74e0f6c60e75,https://www.bing.com/th?id=ON.0235253EEA8EC3FD9F596B686E3EA51F&pid=News,639,359,Organization,blogs.microsoft.com,ScienceAndTechnology,Have a 4K holiday with $50 off all Xbox One S bundles through Dec. 24 in the US,2016-12-12T20:22:00,"Here\u2019s a pre-holiday treat: All Xbox One and Xbox One S consoles will be $50 off at participating retailers in the U.S. now through Dec. 24. And with 4K televisions on many shoppers\u2019 wish lists, the Xbox One S is a great choice because it\u2019s the only ...",https://blogs.microsoft.com/firehose/2016/12/12/have-a-4k-holiday-with-50-off-all-xbox-one-s-bundles-through-dec-24-in-the-us/
139,Rheinmetall,https://api.cognitive.microsoft.com/api/v5/entities/63745734-d78e-c8ed-b79a-e86ab32b98d4,https://www.bing.com/th?id=ON.DCD0C97D5E79A546F69A4235F35AE043&pid=News,600,400,Organization,United Press International,ScienceAndTechnology,Rheinmetall to upgrade German Fox armored vehicles,2016-12-12T18:26:00,"DUSSELDORF, Germany, Dec. 12 (UPI) --The German legislature awarded Rheinmetall a $143 million contract to upgrade 90 Fox armored transport vehicles for the country's armed forces. The contract is a follow-up to previous orders that modernized 177 of the ...",http://www.upi.com/Business_News/Security-Industry/2016/12/12/Rheinmetall-to-upgrade-German-Fox-armored-vehicles/3481481562425/
140,Propaganda techniques,https://api.cognitive.microsoft.com/api/v5/entities/227741c2-e8fe-0929-80a2-cdb6d0128b96,https://www.bing.com/th?id=ON.35D085C8FDE62DB33E4B95909615A42C&pid=News,700,466,Organization,Philadelphia Daily News,Technology,Fake news means big advertising bucks and big blowback,2016-12-12T23:21:00,"Erin Arvedlund writes a weekly column for the Inquirer on investing and personal finance. Her first book was Too Good to Be True: The Rise and Fall of Bernie Madoff (Penguin). Advertisers aren't so sure, which is why they're clamping down on how their ads ...",http://www.philly.com/philly/business/Fake-News-Big-Bucks.html
141,Donald Trump,https://api.cognitive.microsoft.com/api/v5/entities/1a466af2-ed23-25bd-794d-1ca925e4681b,https://www.bing.com/th?id=ON.42E7F89D1A80D8628807EEF45889CAF3&pid=News,700,486,Organization,San Francisco Gate,ScienceAndTechnology,"Trump targets F-35, but aircraft means jobs in 45 states",2016-12-12T23:44:00,"WASHINGTON (AP) \u2014 President-elect Donald Trump is vowing to corral the ""out of control"" cost of the F-35 Joint Strike Fighter. But congressional Republicans and Democrats, aware of the tens of thousands of jobs the aircraft generates in 45 states, will ...",http://www.sfgate.com/business/technology/article/Trump-targets-F-35-but-aircraft-means-jobs-in-45-10791229.php
142,Gamer,https://api.cognitive.microsoft.com/api/v5/entities/2efbab84-e438-5aa3-ba74-17c4fcf146ea,https://www.bing.com/th?id=ON.B92DBD9B82EABD949A8782F599DCAB71&pid=News,700,499,Organization,Time,ScienceAndTechnology,This Man Spent $1 Million of His Employer\u2019s Money on a Mobile Game,2016-12-12T21:01:00,"Mobile gaming can rack up quite the hefty fee. Just ask a California man who recently pled guilty to one count of wire fraud and one count of money laundering, to the tune of nearly $5 million, of which he says he spent about $1 million on \u201cGame of War ...",http://time.com/4598024/game-of-war-stolen-money/
143,The Washington Post,https://api.cognitive.microsoft.com/api/v5/entities/7802f29d-d7cc-5e6f-de8a-63a5a1a2f17f,https://www.bing.com/th?id=ON.7528F73BBC6C21A4CA3360F7E5999511&pid=News,700,472,Organization,Washington Post,Technology,"The man hacking India\u2019s rich and powerful talks motives, music, drugs and next targets",2016-12-12T09:06:00,"Somewhere in India, a young man is sitting in a room, parked in front of his computer, smoking copious amounts of marijuana and causing great embarrassment to some of the country's biggest movers and shakers. He and a group of others \u2014 who he claims ...",https://www.washingtonpost.com/news/worldviews/wp/2016/12/12/the-man-hacking-indias-rich-and-powerful-talks-motives-music-drugs-and-next-targets/
144,NASDAQ,https://api.cognitive.microsoft.com/api/v5/entities/0c3b7b2c-f40e-cba8-3bb6-29450420b38e,https://www.bing.com/th?id=ON.F90745591BC77B6F92E251419C608A47&pid=News,480,270,Organization,NASDAQ,Technology,VHM Fonderie Employs Stratasys 3D Printing Across Various Production Processes to Speed up Customer Turnaround Times and Improve Capacity,2016-12-12T09:23:00,French foundry and machining company sees lead times cut from up to five weeks to a few hours when producing master models for sand casting molds Stratasys Connex Multi-material 3D Printer utilized for wide array of applications including prototyping ...,http://www.nasdaq.com/press-release/vhm-fonderie-employs-stratasys-3d-printing-across-various-production-processes-to-speed-up-custome-20161212-00070
